KabKota,ID,Timestamp,Tahun,Pengeluaran Konsumsi Rumah Tangga,Pengeluaran Konsumsi LNPRT,Pengeluaran Konsumsi Pemerintah,Pembentukan Modal Tetap Bruto,Perubahan Inventori,Net Ekspor,PDRB
Boalemo,7501,2025-10-13 14:56:16,2019,3274.09,30.86,1028.33,1042.55,147.96,-112.61,5411.18
Gorontalo,7502,2025-10-13 14:56:16,2019,8086.08,108.74,2014.38,4308.31,227.48,-1864.15,12880.84
Pohuwato,7503,2025-10-13 14:56:16,2019,3766.63,38.64,1042.74,1298.73,161.58,313.57,6621.89
Bone Bolango,7504,2025-10-13 14:56:16,2019,2818.86,27.75,1205.06,1216.47,138.55,-828.45,4578.25
Gorontalo Utara,7505,2025-10-13 14:56:16,2019,2037.39,53.09,710.43,1009.77,62.39,-504.03,3369.05
Kota Gorontalo,7571,2025-10-13 14:56:16,2019,5532.67,54.04,2809.66,2848.47,171.97,-2964.04,8452.78
Majene,7601,2025-10-13 14:56:16,2019,2989.38,55.65,1102.44,1346.25,-80.6,-442.37,4970.74
Polewali Mandar,7602,2025-10-13 14:56:16,2019,7740.02,72.96,1731.1,3541.99,434.69,-150.91,13369.86
Mamasa,7603,2025-10-13 14:56:16,2019,2056.3,55.09,964.37,872.63,-72.6,-898.01,2977.77
Mamuju,7604,2025-10-13 14:56:16,2019,5753.19,85.39,2912.16,3718.26,355.21,-1102.52,11721.69
Mamuju Utara,7605,2025-10-13 14:56:16,2019,2802.57,47.75,769.08,3545.75,-291.32,3220.32,10094.15
Mamuju Tengah,7606,2025-10-13 14:56:16,2019,1881.44,37.31,517.53,806.95,94.43,-191.28,3146.39
Maluku Tenggara Barat,8101,2025-10-13 14:56:16,2019,2142.49,108.32,1462.19,1415.06,34.64,-2478.45,2684.24
Maluku Tenggara,8102,2025-10-13 14:56:16,2019,2059.54,78.57,1291.24,1226.26,27.83,-1458.33,3225.12
Maluku Tengah,8103,2025-10-13 14:56:16,2019,7194.92,236.88,2839.75,2166.76,29.88,-3808.48,8659.72
Buru,8104,2025-10-13 14:56:16,2019,2028.6,68.26,1183.31,1066.29,19.03,-1961.41,2404.07
Kepulauan Aru,8105,2025-10-13 14:56:16,2019,1643.23,72.74,1045.08,1121.23,13.58,-419.73,3476.14
Seram Bagian Barat,8106,2025-10-13 14:56:16,2019,2406.83,75.8,1569.36,1505.48,32.87,-2588.68,3001.67
Seram Bagian Timur,8107,2025-10-13 14:56:16,2019,1714.51,44.78,1486.98,1122.51,18.33,-1482.72,2904.4
Maluku Barat Daya,8108,2025-10-13 14:56:16,2019,1073.22,27.49,929.52,718.48,13.39,-1116.59,1645.53
Buru Selatan,8109,2025-10-13 14:56:16,2019,1206.59,46.05,993.01,739.98,22.64,-1602.4,1405.88
Kota Ambon,8171,2025-10-13 14:56:16,2019,9707.71,336.08,4626.15,3447.59,26.22,-3335.03,14808.72
Kota Tual,8172,2025-10-13 14:56:16,2019,1637.88,49.51,920.82,852.62,21.83,-1025.34,2457.32
Halmahera Barat,8201,2025-10-13 14:56:16,2019,1331.39,95.98,780.32,477.34,12.66,-455.12,2242.57
Halmahera Tengah,8202,2025-10-13 14:56:16,2019,800.03,36.25,755.01,2054.89,-6.15,-1223.04,2416.99
Kepulauan Sula,8203,2025-10-13 14:56:16,2019,1374.48,18.38,603.95,571.67,10.82,-94.85,2484.46
Halmahera Selatan,8204,2025-10-13 14:56:16,2019,3401.07,42.86,1093.88,7922.48,-68.94,-5169.93,7221.42
Halmahera Utara,8205,2025-10-13 14:56:16,2019,2944.96,81.71,1285.45,1726,-26.9,-418.76,5592.46
Halmahera Timur,8206,2025-10-13 14:56:16,2019,1500.55,88.19,949.87,1872.07,-7.67,-918.41,3484.59
Pulau Morotai,8207,2025-10-13 14:56:16,2019,782.94,8.92,368.27,550.43,15.78,-197.88,1528.46
Pulau Taliabu,8208,2025-10-13 14:56:16,2019,628.29,2.27,205.08,843.31,-9.67,-220,1449.28
Kota Ternate,8271,2025-10-13 14:56:16,2019,6925.79,149.44,3614.71,1662.97,-20.11,-1700.56,10632.25
Kota Tidore Kepulauan,8272,2025-10-13 14:56:16,2019,1514.25,52.49,2723.41,716.73,-6.38,-2120.01,2880.48
Fakfak,9101,2025-10-13 14:56:16,2019,2786.71,84.66,2086.88,1820.51,150.52,-1665.88,5263.4
Kaimana,9102,2025-10-13 14:56:16,2019,1093.94,61.58,1620.99,843.92,195.84,-1076.26,2740
Teluk Wondama,9103,2025-10-13 14:56:16,2019,509.23,32.17,778.3,466.38,-2.02,-222.82,1561.24
Teluk Bintuni,9104,2025-10-13 14:56:16,2019,1236.26,54.4,1509.28,3277.51,-983.18,26238.17,31332.44
Manokwari,9105,2025-10-13 14:56:16,2019,4534.01,229.2,2980.54,4167.07,64.41,-2208.16,9767.07
Manokwari Selatan,9111,2025-10-13 14:56:16,2019,585.65,20.33,334.87,58.4,27.27,-181.83,844.69
Pegunungan Arfak,9112,2025-10-13 14:56:16,2019,117.54,2.57,121.03,30.71,0.6,-64.98,207.47
Raja Ampat,9201,2025-10-13 14:56:16,2019,980.66,49.47,993.86,568.28,55.58,312.34,2960.19
Sorong,9202,2025-10-13 14:56:16,2019,2860.31,142.53,2004.81,2022.26,175.79,3860.7,11066.4
Sorong Selatan,9203,2025-10-13 14:56:16,2019,752.54,45.25,982.69,684.02,32.04,-588.41,1908.12
Maybrat,9204,2025-10-13 14:56:16,2019,605.88,23.31,652.57,164.17,0.05,-711.1,734.88
Tambrauw,9205,2025-10-13 14:56:16,2019,89.74,8.04,165.04,63.77,11.65,-102.04,236.19
Kota Sorong,9271,2025-10-13 14:56:16,2019,8248.1,127.4,2701.67,4037.05,1137.49,-355.99,15895.71
Jayapura,9403,2025-10-13 14:56:16,2019,7845.56,135.89,2891.96,4147.99,9.53,1350.37,16381.31
Kepulauan Yapen,9408,2025-10-13 14:56:16,2019,3020.03,175.55,655.29,945.93,2.15,-548.39,4250.57
Biak Numfor,9409,2025-10-13 14:56:16,2019,4398.87,315.78,1331.16,1015.3,6.82,-1581.82,5486.11
Sarmi,9419,2025-10-13 14:56:16,2019,2037.31,19.6,984.17,1330.42,7.15,-1558.95,2819.69
Keerom,9420,2025-10-13 14:56:16,2019,2107.31,31.24,913.67,1369.96,1.35,-1567.76,2855.77
Waropen,9426,2025-10-13 14:56:16,2019,1372.64,42.68,771.19,998,3.89,-1135.62,2052.79
Supiori,9427,2025-10-13 14:56:16,2019,919.05,64.63,369.31,628.1,3.3,-975.21,1009.18
Mamberamo Raya,9428,2025-10-13 14:56:16,2019,1165.36,24.41,534.76,805.92,2.83,-886.73,1646.55
Kota Jayapura,9471,2025-10-13 14:56:16,2019,15828.52,2790.72,12909.96,13759.14,37.09,-12999.68,32325.75
Merauke,9501,2025-10-13 14:56:16,2019,10870.67,164.67,2989.6,3831.15,20.81,-1853.76,16023.14
Boven Digoel,9502,2025-10-13 14:56:16,2019,3204.13,35.77,800.73,1937.92,17.52,-1177.9,4818.16
Mappi,9503,2025-10-13 14:56:16,2019,2292.32,48.34,1005.45,1467.07,9.31,-1864.81,2957.68
Asmat,9504,2025-10-13 14:56:16,2019,2176.89,37.59,1252.04,1251.37,1.23,-2248.29,2470.83
Mimika,9601,2025-10-13 14:56:16,2019,12404.56,300.89,4298.7,18821.67,-2623.62,21632.34,54834.54
Dogiyai,9602,2025-10-13 14:56:16,2019,1167.9,30.62,552.56,572.67,-0.08,-1010.43,1313.23
Deiyai,9603,2025-10-13 14:56:16,2019,1012.81,4.71,470.92,582.13,2.59,-684.03,1389.14
Nabire,9604,2025-10-13 14:56:16,2019,7561.64,252.86,1684.88,2403.31,9.94,-828.41,11084.22
Paniai,9605,2025-10-13 14:56:16,2019,3335.81,11.77,1121.99,1786.8,4.75,-2079.33,4181.8
Intan Jaya,9606,2025-10-13 14:56:16,2019,868.49,6.59,436.14,609.05,2.36,-673.97,1248.66
Puncak,9607,2025-10-13 14:56:16,2019,1195.37,18.13,482.54,752.99,16.57,-1064.79,1400.81
Puncak Jaya,9608,2025-10-13 14:56:16,2019,1254.38,45.2,615.91,597.49,4.17,-1112.53,1404.63
Nduga,9701,2025-10-13 14:56:16,2019,1028.2,3.84,461.59,623.84,1.22,-902.13,1216.57
Jayawijaya,9702,2025-10-13 14:56:16,2019,7447.24,64.27,1862.42,3935.15,9.22,-4986.75,8331.54
Lanny Jaya,9703,2025-10-13 14:56:16,2019,1523.52,26.76,647.19,813.88,-0.01,-1182.47,1828.87
Tolikara,9704,2025-10-13 14:56:16,2019,1372.05,18.04,700.75,760.7,0.78,-1259.11,1593.21
Mamberamo Tengah,9705,2025-10-13 14:56:16,2019,960.55,10.29,463.67,569.65,1.83,-842.35,1163.65
Yalimo,9706,2025-10-13 14:56:16,2019,937.28,10.35,406.95,583.94,0.33,-717.42,1221.43
Yahukimo,9707,2025-10-13 14:56:16,2019,1944.65,22.34,991.8,1260.09,8.06,-1804.77,2422.17
Pegunungan Bintang,9708,2025-10-13 14:56:16,2019,1547.17,16.34,585.64,813.76,4.79,-1054.08,1913.61
Simeulue,1101,2025-10-13 14:56:16,2020,1620.01,94.49,769.77,1041.17,5.69,-1256.77,2274.36
Aceh Singkil,1102,2025-10-13 14:56:16,2020,1674.42,47.55,826.56,821.82,31.06,-978.8,2422.61
Aceh Selatan,1103,2025-10-13 14:56:16,2020,3769.35,106.6,1238.78,2004.09,15.11,-1603.18,5530.75
Aceh Tenggara,1104,2025-10-13 14:56:16,2020,3855.13,204.73,1293.5,1478.29,145.61,-1918.73,5058.53
Aceh Timur,1105,2025-10-13 14:56:16,2020,8155.93,316.86,1469.17,3929.59,188.61,-3454.39,10605.78
Aceh Tengah,1106,2025-10-13 14:56:16,2020,3428.2,126.22,1210.43,3194.34,35.07,-606.9,7387.37
Aceh Barat,1107,2025-10-13 14:56:16,2020,4001.57,205.09,1266.98,3994.97,91.16,-1450.52,8109.23
Aceh Besar,1108,2025-10-13 14:56:16,2020,9648.2,62.66,2186.24,4982.53,163.92,-3714.08,13329.47
Pidie,1109,2025-10-13 14:56:16,2020,7501.6,281.26,2113.23,3353.38,-7.26,-2483.41,10758.81
Bireuen,1110,2025-10-13 14:56:16,2020,9045.84,267.83,1890.59,3285.72,127.08,-1532.68,13084.37
Aceh Utara,1111,2025-10-13 14:56:16,2020,11252.34,429.83,2650.74,6588.65,94.51,-1313.43,19702.65
Aceh Barat Daya,1112,2025-10-13 14:56:16,2020,2310.56,61.39,807.33,2489.42,13.82,-1765.1,3917.42
Gayo Lues,1113,2025-10-13 14:56:16,2020,1392.55,80.47,880.18,1155.36,60.55,-875.84,2693.27
Aceh Tamiang,1114,2025-10-13 14:56:16,2020,4897.31,136.82,1148.79,2641.8,1.08,-1313.12,7512.69
Nagan Raya,1115,2025-10-13 14:56:16,2020,3419.58,177.19,910.38,2874.3,2.57,272.54,7656.57
Aceh Jaya,1116,2025-10-13 14:56:16,2020,1414.83,57.81,898.84,1527.73,-0.04,-1273.43,2625.73
Bener Meriah,1117,2025-10-13 14:56:16,2020,2385.22,101.48,865.02,2227.98,4.23,-1056.11,4527.82
Pidie Jaya,1118,2025-10-13 14:56:16,2020,2701.82,159.92,824.38,1375.89,-6.19,-1555.46,3500.37
Kota Banda Aceh,1171,2025-10-13 14:56:16,2020,11170.96,324.47,7897.88,4664.91,143.85,-5700.45,18501.63
Kota Sabang,1172,2025-10-13 14:56:16,2020,825.84,93.81,933.41,1057.34,37.48,-1416.48,1531.41
Kota Langsa,1173,2025-10-13 14:56:16,2020,3647.53,136.37,1018.73,2047.96,20.27,-1596.83,5274.02
Kota Lhokseumawe,1174,2025-10-13 14:56:16,2020,4769.25,125.43,1476.65,4360.77,84.86,-1949.7,8867.27
Kota Subulussalam,1175,2025-10-13 14:56:16,2020,1310.24,56.03,580.48,1054.99,-29.82,-1168.24,1803.68
Nias,1201,2025-10-13 14:56:16,2020,3741.23,154.62,857.11,999.91,12.61,-1724.56,4040.92
Mandailing Natal,1202,2025-10-13 14:56:16,2020,8990.28,216.92,2161.04,3066.03,462.17,-1053.44,13843
Tapanuli Selatan,1203,2025-10-13 14:56:16,2020,6773.67,102.71,1489.42,5300.53,167.12,808.71,14642.16
Tapanuli Tengah,1204,2025-10-13 14:56:16,2020,6855.29,214.73,1020.25,1887.37,108.98,52.22,10138.83
Tapanuli Utara,1205,2025-10-13 14:56:16,2020,5261.94,399.93,1302.94,3585.99,210.7,-2487.07,8274.43
Toba Samosir,1206,2025-10-13 14:56:16,2020,4287.3,131.03,1137.24,1620.3,109.05,560.49,7845.42
Labuhan Batu,1207,2025-10-13 14:56:16,2020,15724.87,226.99,1336.03,7863.2,1122.79,8379.29,34653.18
Asahan,1208,2025-10-13 14:56:16,2020,20826.85,464,2204.38,10727.11,567.63,3901.86,38691.82
Simalungun,1209,2025-10-13 14:56:16,2020,21908.67,441.83,2437.66,10070,493.27,4089.92,39441.35
Dairi,1210,2025-10-13 14:56:16,2020,5204.66,229.76,1057.33,2576.95,220.59,28.63,9317.91
Karo,1211,2025-10-13 14:56:16,2020,11229.95,359.36,1908.85,6610.3,859.77,6.34,20974.57
Deli Serdang,1212,2025-10-13 14:56:16,2020,64567.22,594.01,3942.81,36862.78,1598.81,2579.61,110145.24
Langkat,1213,2025-10-13 14:56:16,2020,25689.95,429.36,3324.29,10088.07,999.18,2677.15,43208
Nias Selatan,1214,2025-10-13 14:56:16,2020,5654.01,191.15,1898.5,1717.95,376.38,-2673.72,7164.27
Humbang Hasundutan,1215,2025-10-13 14:56:16,2020,3488.52,107.63,1046.54,1392.09,38.75,49.92,6123.46
Pakpak Bharat,1216,2025-10-13 14:56:16,2020,669.36,11.8,358.07,371.13,5.56,-204.57,1211.35
Samosir,1217,2025-10-13 14:56:16,2020,2668.77,108.95,978.45,630.47,194.9,-38.69,4542.85
Serdang Bedagai,1218,2025-10-13 14:56:16,2020,16035.58,341.68,2472.03,7264.11,669.49,1819.58,28602.46
Batu Bara,1219,2025-10-13 14:56:16,2020,14297.54,285.5,1857.9,6834.35,850.16,10862.19,34987.64
Padang Lawas Utara,1220,2025-10-13 14:56:16,2020,7203.4,156.4,1013.51,2870.63,75.55,870.19,12189.68
Padang Lawas,1221,2025-10-13 14:56:16,2020,5577.06,113.05,842.86,2666.48,56.61,2741.04,11997.1
Labuhan Batu Selatan,1222,2025-10-13 14:56:16,2020,12841.92,144.38,1053.97,7515.11,1024,5619.6,28198.97
Labuhan Batu Utara,1223,2025-10-13 14:56:16,2020,11538.39,222.75,1242.52,6720.87,624.22,4842.5,25191.24
Nias Utara,1224,2025-10-13 14:56:16,2020,2835.07,59.42,763.88,1126.36,112.59,-1187.28,3710.04
Nias Barat,1225,2025-10-13 14:56:16,2020,1497.5,79.23,466.65,535.66,85.03,-741.54,1922.54
Kota Sibolga,1271,2025-10-13 14:56:16,2020,3345.03,106.32,673.91,1045.31,115.55,319.35,5605.47
Kota Tanjung Balai,1272,2025-10-13 14:56:16,2020,4768.55,120.53,905.8,2956.59,323.92,105.15,9180.54
Kota Pematang Siantar,1273,2025-10-13 14:56:16,2020,8148.94,383.8,1537.87,3453.66,433.85,-38.03,13920.09
Kota Tebing Tinggi,1274,2025-10-13 14:56:16,2020,4194.45,22.26,1120.31,2284.37,67.69,-1639.92,6049.16
Kota Medan,1275,2025-10-13 14:56:16,2020,106209.56,746.45,9729.73,98713.27,2391.68,24408.15,242198.84
Kota Binjai,1276,2025-10-13 14:56:16,2020,6854.46,171.8,724.37,3791.7,137.59,89.14,11769.07
Kota Padangsidimpuan,1277,2025-10-13 14:56:16,2020,4048.49,221.96,1246.84,2343.55,79.31,-1461.49,6478.66
Kota Gunungsitoli,1278,2025-10-13 14:56:16,2020,3983.19,119.37,526.92,1659.07,16.83,-529.27,5776.11
Kepulauan Mentawai,1301,2025-10-13 14:56:16,2020,2368.84,41.61,778.18,1394.2,0.63,63.64,4647.1
Pesisir Selatan,1302,2025-10-13 14:56:16,2020,7432.02,158.86,1602.32,4184.54,17.37,700.86,14095.98
Solok,1303,2025-10-13 14:56:16,2020,7493.12,121.2,1425.31,4192.19,9.26,340.88,13581.97
Sijunjung,1304,2025-10-13 14:56:16,2020,4948.22,74.29,931.02,2999.13,9.86,174.04,9136.56
Tanah Datar,1305,2025-10-13 14:56:16,2020,7492.54,165.52,1504.78,4127.99,3.62,-271.34,13023.11
Padang Pariaman,1306,2025-10-13 14:56:16,2020,10683.04,227.23,1685.83,5954.11,1.64,-617.05,17934.81
Agam,1307,2025-10-13 14:56:16,2020,11189.36,232.75,1597.93,6003.46,1.1,1351.98,20376.57
Lima Puluh Kota,1308,2025-10-13 14:56:16,2020,8402.2,170.76,1387.11,4789.53,1.49,790.39,15541.5
Pasaman,1309,2025-10-13 14:56:16,2020,4786.53,101.63,1040.05,2746.35,6.93,288.23,8969.72
Solok Selatan,1310,2025-10-13 14:56:16,2020,3056.93,66.82,660.27,1656.23,0.86,89.44,5530.55
Dharmasraya,1311,2025-10-13 14:56:16,2020,5811.1,107.41,912.44,3080.44,2.42,329.47,10243.27
Pasaman Barat,1312,2025-10-13 14:56:16,2020,8694.13,192.11,1368.79,4772.05,0.72,225.2,15253
Kota Padang,1371,2025-10-13 14:56:16,2020,31463.86,706.58,9165.92,18233.67,63.5,2547.48,62181.01
Kota Solok,1372,2025-10-13 14:56:16,2020,2102.97,43.4,662.41,1081.28,0.44,151.13,4041.64
Kota Sawah Lunto,1373,2025-10-13 14:56:16,2020,2059.43,42.04,655.96,962.44,9.57,-72.85,3656.59
Kota Padang Panjang,1374,2025-10-13 14:56:16,2020,1853.43,39.95,628.48,1084.77,15.27,-148.67,3473.23
Kota Bukittinggi,1375,2025-10-13 14:56:16,2020,4725.19,84.94,1144.44,2391.09,23.19,258.68,8627.53
Kota Payakumbuh,1376,2025-10-13 14:56:16,2020,3249.55,63.54,833.28,1745.6,185.35,749.77,6827.09
Kota Pariaman,1377,2025-10-13 14:56:16,2020,2662.26,59.15,664.08,1397.83,8.95,201.82,4994.09
Kuantan Singingi,1401,2025-10-13 14:56:16,2020,14524.55,182.8,1442.84,15557.28,153.47,1822.65,33683.57
Indragiri Hulu,1402,2025-10-13 14:56:16,2020,17280.38,255.15,1585.51,16697.98,584.37,6046.3,42449.7
Indragiri Hilir,1403,2025-10-13 14:56:16,2020,28900.57,453.16,1859.74,15550.88,93.7,18185.47,65043.51
Pelalawan,1404,2025-10-13 14:56:16,2020,14903.82,197.81,1272.73,8989.34,423.83,24893.54,50681.06
Siak,1405,2025-10-13 14:56:16,2020,20686.82,266.4,1965.55,20430.65,1118.64,32539.16,77007.22
Kampar,1406,2025-10-13 14:56:16,2020,36541.59,474.6,2746.19,28074.55,1825.87,3339,73001.8
Rokan Hulu,1407,2025-10-13 14:56:16,2020,23669.45,335.04,1451.14,9021.33,556.26,1053.77,36087
Bengkalis,1408,2025-10-13 14:56:16,2020,28780.55,380.08,3229.85,24639.48,270.1,57283.93,114583.99
Rokan Hilir,1409,2025-10-13 14:56:16,2020,24685.08,395.97,1822.38,7878.64,1993.68,31116.61,67892.36
Kepulauan Meranti,1410,2025-10-13 14:56:16,2020,7184.02,158.18,603.31,4582.76,74.12,5463.79,18066.19
Kota Pekanbaru,1471,2025-10-13 14:56:16,2020,60753.45,1329.32,9134.95,96579.18,2319.68,-54629.68,115486.9
Kota Dumai,1473,2025-10-13 14:56:16,2020,12243.57,174.92,2151.37,16210.57,1571.73,3961.57,36313.73
Kerinci,1501,2025-10-13 14:56:16,2020,5576.93,62.64,1251.29,2243.38,31.32,1294.71,10460.27
Merangin,1502,2025-10-13 14:56:16,2020,9677.64,57.74,1208.82,3789.82,51.9,878.96,15664.88
Sarolangun,1503,2025-10-13 14:56:16,2020,8402.8,85.46,984.18,5711.96,38.82,-793.79,14429.42
Batang Hari,1504,2025-10-13 14:56:16,2020,8151.04,68.55,1138.93,3864.44,72.55,3097.3,16392.8
Muaro Jambi,1505,2025-10-13 14:56:16,2020,10563.43,111.15,1794.93,4336.27,353.57,7223.04,24382.39
Tanjung Jabung Timur,1506,2025-10-13 14:56:16,2020,6209.01,91.22,1268.45,3616.09,140.69,8237.81,19563.27
Tanjung Jabung Barat,1507,2025-10-13 14:56:16,2020,9782.99,84.1,1108.24,5326.06,353.68,20478.79,37133.85
Tebo,1508,2025-10-13 14:56:16,2020,8255.83,101.39,960.82,3544.01,63.86,1812.06,14737.98
Bungo,1509,2025-10-13 14:56:16,2020,9957.43,107.06,1196.06,5676.44,125.4,243.36,17305.75
Kota Jambi,1571,2025-10-13 14:56:16,2020,17679.42,484.45,6495.21,6862.88,139.04,-2195.84,29465.15
Kota Sungai Penuh,1572,2025-10-13 14:56:16,2020,3358.07,46.4,518.71,1891.33,110.28,1637.47,7562.25
Ogan Komering Ulu,1601,2025-10-13 14:56:16,2020,10248.21,219.09,1222.32,5796.09,-65.32,-2605.3,14815.09
Ogan Komering Ilir,1602,2025-10-13 14:56:16,2020,18727.71,446.02,2203.47,8865.2,-174.57,3755.87,33823.7
Muara Enim,1603,2025-10-13 14:56:16,2020,35807.63,1081.43,2421.96,15770.49,-1057.22,3469.27,57493.55
Lahat,1604,2025-10-13 14:56:16,2020,12995.51,305.34,2904.28,6112.31,-186.32,-4900.55,17230.57
Musi Rawas,1605,2025-10-13 14:56:16,2020,13719.63,251.33,1710.63,5371.21,-225.73,-1589.72,19237.35
Musi Banyuasin,1606,2025-10-13 14:56:16,2020,46515.45,1232.91,3997.61,20523.03,-587.56,-5737.56,65943.88
Banyu Asin,1607,2025-10-13 14:56:16,2020,19646.54,390.99,2034.52,8216.32,50.86,-1238.62,29100.61
Ogan Komering Ulu Selatan,1608,2025-10-13 14:56:16,2020,5911.41,105.9,1141.3,2877.07,97.04,-1160.97,8971.73
Ogan Komering Ulu Timur,1609,2025-10-13 14:56:16,2020,10901.92,180.05,1540.36,5189.85,0.71,-2530.35,15282.54
Ogan Ilir,1610,2025-10-13 14:56:16,2020,7025.85,158.2,1432.35,3307.85,0.84,-596.62,11328.48
Empat Lawang,1611,2025-10-13 14:56:16,2020,3228.62,88.78,834.46,1666.39,7.82,-741.91,5084.15
Penukal Abab Lematang Ilir,1612,2025-10-13 14:56:16,2020,4785.16,132.18,342.83,2349.12,47.19,-526.75,7129.73
Musi Rawas Utara,1613,2025-10-13 14:56:16,2020,5565.55,100.86,665.3,2161.13,90.25,-1388.95,7194.15
Kota Palembang,1671,2025-10-13 14:56:16,2020,92097.72,1871.78,7896.39,67496.03,45.54,-14203.55,155203.91
Kota Prabumulih,1672,2025-10-13 14:56:16,2020,5137.77,125.64,969.71,3177.43,3.62,-1546.85,7867.32
Kota Pagar Alam,1673,2025-10-13 14:56:16,2020,2258.36,55.1,467.8,1082.87,-29.06,-1004.71,2830.35
Kota Lubuklinggau,1674,2025-10-13 14:56:16,2020,4176.25,105.99,803.46,2938.92,73.11,-1379.75,6717.98
Bengkulu Selatan,1701,2025-10-13 14:56:16,2020,3537.66,145.77,1209.91,2282.68,34.41,-1390.67,5819.78
Rejang Lebong,1702,2025-10-13 14:56:16,2020,6014.88,186.46,1217.87,3280.67,123.84,-1286.42,9537.3
Bengkulu Utara,1703,2025-10-13 14:56:16,2020,5417.78,146.95,1232.75,3723.19,116.1,-2220.45,8416.32
Kaur,1704,2025-10-13 14:56:16,2020,2344.64,88.7,774.51,2157.67,22.97,-1776.15,3612.34
Seluma,1705,2025-10-13 14:56:16,2020,3009.16,70.11,852.38,2678.05,94.16,-1973.43,4730.45
Mukomuko,1706,2025-10-13 14:56:16,2020,3390.87,126.08,820.74,2938.11,83.3,-2092.15,5266.95
Lebong,1707,2025-10-13 14:56:16,2020,2252.63,111.24,731.04,2080.99,12.85,-1787.89,3400.86
Kepahiang,1708,2025-10-13 14:56:16,2020,2778.16,123.65,729.62,1944.4,81.74,-1247.76,4409.81
Bengkulu Tengah,1709,2025-10-13 14:56:16,2020,2923.53,63.91,575.92,2119.91,61.86,-1073.03,4672.1
Kota Bengkulu,1771,2025-10-13 14:56:16,2020,14400.38,645.46,6244.19,7005.09,394.55,-5191.18,23498.49
Lampung Barat,1801,2025-10-13 14:56:16,2020,5588,199.72,1331.18,2641.2,14.81,-2643.02,7131.89
Tanggamus,1802,2025-10-13 14:56:16,2020,11030.43,243.97,1650.48,3853.35,52.07,-1362.65,15467.66
Lampung Selatan,1803,2025-10-13 14:56:16,2020,24846.4,625.46,2144.86,16129.38,450.76,96.15,44293
Lampung Timur,1804,2025-10-13 14:56:16,2020,26458.66,682.31,2435.48,13062.13,-145.08,-1820.44,40673.06
Lampung Tengah,1805,2025-10-13 14:56:16,2020,38058.28,946.85,2565.84,24235.41,856.61,4407.44,71070.42
Lampung Utara,1806,2025-10-13 14:56:16,2020,14585.47,737.5,1672.6,7788.14,2.32,-1020.12,23765.92
Way Kanan,1807,2025-10-13 14:56:16,2020,8940.77,214.9,1129.51,4506.26,26.64,-832.56,13985.52
Tulangbawang,1808,2025-10-13 14:56:16,2020,13631.49,354.35,1119.82,8091.22,34.5,-149.22,23082.16
Pesawaran,1809,2025-10-13 14:56:16,2020,9325.11,225.11,1119.81,5029.77,182.34,329.6,16211.74
Pringsewu,1810,2025-10-13 14:56:16,2020,9505.36,194.07,870.85,3424.25,169.11,-2997.47,11166.16
Mesuji,1811,2025-10-13 14:56:16,2020,6001.82,148.76,514.57,3152.8,4.1,568.71,10390.75
Tulang Bawang Barat,1812,2025-10-13 14:56:16,2020,7596.77,144.71,685.8,3661.79,51.86,-720.59,11420.34
Pesisir Barat,1813,2025-10-13 14:56:16,2020,3279.17,87.02,146.5,1017.88,11.08,135.88,4677.54
Kota Bandar Lampung,1871,2025-10-13 14:56:16,2020,36128.24,1000.94,11251.51,19053.61,188.37,-8753.23,58869.44
Kota Metro,1872,2025-10-13 14:56:16,2020,4555.76,122.74,969.06,1360.86,23.59,-742.46,6289.54
Bangka,1901,2025-10-13 14:56:16,2020,10039.58,96.35,1297.55,3383.44,9.81,-893.79,13932.94
Belitung,1902,2025-10-13 14:56:16,2020,5984.72,81.27,1205.88,2868.29,10.44,-323.78,9826.82
Bangka Barat,1903,2025-10-13 14:56:16,2020,7730.74,85.33,908.16,2856.35,7.46,1826.94,13414.98
Bangka Tengah,1904,2025-10-13 14:56:16,2020,6545.25,78.66,1148.96,2581.69,3.98,-1911.52,8447.02
Bangka Selatan,1905,2025-10-13 14:56:16,2020,6219.75,65.68,807,2559.63,10.34,-983.34,8679.07
Belitung Timur,1906,2025-10-13 14:56:16,2020,4664.35,61.72,1007.57,2373.51,8.36,-281.77,7833.74
Kota Pangkal Pinang,1971,2025-10-13 14:56:16,2020,7272.12,138.47,2175.2,4361.3,9.02,-501.45,13454.65
Karimun,2101,2025-10-13 14:56:16,2020,8636.98,144.6,1644,5069.37,12.75,-2197.07,13310.63
Bintan,2102,2025-10-13 14:56:16,2020,11001.2,26.61,1781.74,12333.3,11.27,-4410.43,20743.7
Natuna,2103,2025-10-13 14:56:16,2020,3976.34,12.88,1998.92,3524.37,8.53,8884.87,18405.91
Lingga,2104,2025-10-13 14:56:16,2020,2646.03,16.45,967.02,1696.64,6.41,-1040.13,4292.43
Kepulauan Anambas,2105,2025-10-13 14:56:16,2020,2258.45,11.75,1512.07,3167.5,5.14,7498.66,14453.58
Kota Batam,2171,2025-10-13 14:56:16,2020,66091.19,366.43,2523.82,76698.36,23.31,15661.07,161364.18
Kota Tanjung Pinang,2172,2025-10-13 14:56:16,2020,12159.87,74.59,3845.14,8933.02,13.92,-5361.53,19665.01
Kep. Seribu,3101,2025-10-13 14:56:16,2020,2742.89,843.61,555.16,349.97,-131.67,2056.53,6416.49
