KabKota,SImdasi ID,Timestamp,Tahun,"A Pertanian, Kehutanan, dan Perikanan",B Pertambangan dan Penggalian,C Industri Pengolahan,D Pengadaan Listrik dan Gas,"E Pengadaan Air; Pengelolaan Sampah, Limbah, dan Daur Ulang",F Konstruksi,G Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,H Transportasi dan Pergudangan,I Penyediaan Akomodasi dan Makan Minum,J Informasi dan Komunikasi,K Jasa Keuangan dan Asuransi,L Real Estat,"M,N Jasa Perusahaan","O Administrasi Pemerintahan, Pertahanan, dan Jaminan Sosial Wajib",P Jasa Pendidikan,Q Jasa Kesehatan dan Kegiatan Sosial,"R,S,T,U Jasa Lainnya",Produk Domestik Bruto
Belitung,1902000,2020-03-01 9:57:14,2016,2207.37,671.93,985.94,13.37,2.44,832.9,871.71,521.75,263.77,199.82,185.03,259.61,26.6,590.74,163.23,141.95,62.83,8000.98
Bangka Barat,1903000,2020-03-01 9:57:14,2016,1858.57,1337.91,5137.64,6.16,0.88,770.1,1652.68,113.2,143.82,37.07,49.85,247.22,17.74,535.69,214.62,90.19,36.1,12249.43
Bangka Tengah,1904000,2020-03-01 9:57:14,2016,1171.82,1369.2,652.64,3.98,0.55,773.62,1146.12,792.93,231.17,129.3,47.05,222.58,18.64,543.28,231.78,103.98,30.36,7469.01
Bangka Selatan,1905000,2020-03-01 9:57:14,2016,2982.18,1735.9,299.22,4.54,1.32,552.36,769.56,56.79,146.82,37,37.52,250.95,9.9,409.6,180.78,41.62,25.46,7541.52
Belitung Timur,1906000,2020-03-01 9:57:14,2016,1706.96,1136.69,1258.24,4.04,1.31,531.69,697.05,125.66,152.92,72.31,31.94,194.78,17.9,388.43,164.82,84.01,35.46,6604.2
Kota Pangkal Pinang,1971000,2020-03-01 9:57:14,2016,554.26,,1984.24,8.26,3.74,1198.15,3003.11,684.66,384.81,315.38,516.45,587.47,54.77,786.27,615.69,211.94,207.29,11116.49
Karimun,2101000,2020-03-01 9:57:14,2016,1743.18,1142.71,1519.74,28.96,4.48,1709,1935.33,440.43,214.84,276.81,174.65,335.98,1.53,406.74,347.21,169.21,159.39,10610.2
Bintan,2102000,2020-03-01 9:57:14,2016,1052.65,1833.19,6515.2,21.83,9.35,2853.2,1479.55,378.72,863.35,193.81,268.59,184.52,0.15,436.28,320.52,155.26,30.22,16596.4
Natuna,2103000,2020-03-01 9:57:14,2016,1929.41,13672.14,140.17,15.56,1.04,1349.65,572.61,128.99,84.54,98.87,24,109.03,0.04,326.41,32.38,55.44,12.05,18552.33
Lingga,2104000,2020-03-01 9:57:14,2016,777,212.04,38.43,9.6,0.92,630.52,667.82,68.58,66.63,93.27,28.75,89.79,0.03,253.01,223.55,99.51,24.8,3284.25
Kepulauan Anambas,2105000,2020-03-01 9:57:14,2016,793.98,12408.06,1809.37,8.19,0.34,726.06,326.06,27.41,13.36,51.53,17.42,82.21,0.02,272.97,25.52,25.92,9.18,16597.58
Kota Batam,2171000,2020-03-01 9:57:14,2016,1288.94,91.11,72303.68,2246.81,236.45,25459.59,8137.12,4674.68,2934.73,2596.83,4647.97,1867.63,5.87,1470.58,1196.85,890.99,503.36,130553.21
Kota Tanjung Pinang,2172000,2020-03-01 9:57:14,2016,133.01,3.57,1143.27,31.26,11.09,5694.23,4175.79,1029.91,223.79,493.08,564.55,554.05,2.37,1728.88,645.25,432.23,199.19,17065.53
Kep. Seribu,3101000,2020-03-01 9:57:14,2016,323.92,5181.43,179.42,1.58,1.76,109.89,215.66,16.71,168.91,27.62,12.81,11.19,18.59,77.87,38.57,70.45,65.93,6522.31
Kota Jakarta Selatan,3171000,2020-03-01 9:57:14,2016,353.38,,7316.53,576.9,132.32,62530.98,77805.43,9663.62,22178.54,48672.73,66237.14,37967.26,50145.53,39026.16,23763.49,9626.18,27275.03,483271.23
Kota Jakarta Timur,3172000,2020-03-01 9:57:14,2016,364.89,,112625,2035.78,206.71,43237.92,60047.14,22788.55,17722.92,15722.77,6036.2,18832.86,18112.04,15903.51,29125.47,6413.91,10255.08,379430.75
Kota Jakarta Pusat,3173000,2020-03-01 9:57:14,2016,42.92,,4896.86,1588.81,75.22,51882.93,86086.17,10038.63,31288.8,34532.63,122856.94,31538.02,45246.81,51879.67,32167.54,8685.51,18307.04,531114.51
Kota Jakarta Barat,3174000,2020-03-01 9:57:14,2016,332.97,,22565.92,878.26,162.98,56339.27,68131.63,16807.45,20624.54,50774.96,25396.7,24723.64,22286.35,6486.42,22132.17,6949.02,11772.27,356364.56
Kota Jakarta Utara,3175000,2020-03-01 9:57:14,2016,564.57,,143143.26,1198.9,223.37,60745.73,67874.11,17457.29,18097.64,6414.92,6376.02,21149.08,23292.7,7402.32,15420.54,5114.33,12573,407047.79
Bogor,3201000,2020-03-01 9:57:14,2016,10084.33,4743.79,100750.95,288.01,197.51,17075.76,23500.45,6813.23,4831.19,3187.87,950.91,1432.4,345.76,2907.25,3193.06,908.2,3038.97,184249.65
Sukabumi,3202000,2020-03-01 9:57:14,2016,12007.53,3454.05,7770.23,50.29,13.46,5857.94,9538.56,3797.7,1171.03,1206.84,356.24,740.92,152.08,1755.36,2169.37,520.1,875.67,51437.37
Cianjur,3203000,2020-03-01 9:57:14,2016,11948.92,92.21,2130.54,29.85,11.53,2887.1,6340.8,3249.37,2056.57,1022.86,839.26,642.51,229.14,957.09,1365.97,276.29,1306.45,35386.46
Bandung,3204000,2020-03-01 9:57:14,2016,7552.78,2064.74,49472.41,112.33,28.82,5442.23,12805.36,3670.97,2263.91,1383.1,649.28,1013.29,401.39,2126.43,2741.26,726.42,1880.05,94334.76
Garut,3205000,2020-03-01 9:57:14,2016,17267.21,728.77,3432.39,26.48,21.13,2630.86,8777.32,1767.7,1482.68,913.06,1309.89,715.6,219.69,1609.52,1946.24,300.51,1303.4,44452.44
Tasikmalaya,3206000,2020-03-01 9:57:14,2016,10737.03,76.42,2076.02,18.54,4.8,2168.28,5662.61,1204.69,350.71,906.95,864.19,347.62,115.78,1315.92,1572.53,161.91,412.01,27996
Ciamis,3207000,2020-03-01 9:57:14,2016,5970.07,50.11,1890.57,18.55,8.39,2145.66,5158.73,3206.37,1005.11,777.03,880.91,737.89,210.44,752.6,1074.33,214.23,423.45,24524.45
Kuningan,3208000,2020-03-01 9:57:14,2016,4439.44,307.91,439.42,15.86,16.15,1612.94,2800.77,2862.98,326.65,660.71,1040.88,482.82,73.01,799.5,1835.06,287.54,561.65,18563.29
Cirebon,3209000,2020-03-01 9:57:14,2016,6339.47,527.99,8321.35,69.69,30.19,4498.75,6146.25,3131.58,1330.94,893.2,1383.02,838.15,295.55,1229.69,1806.01,733.83,1265.12,38840.77
Majalengka,3210000,2020-03-01 9:57:14,2016,6058.51,435.12,3390.59,17.73,12.58,2939.97,3817.78,933.02,722.08,684.92,628.12,268.48,74.42,881.9,1519.4,236.05,587.05,23207.74
Sumedang,3211000,2020-03-01 9:57:14,2016,5497.49,27.17,5033.98,99.58,7.16,2723.25,4334.23,1440.81,1206.15,826.15,1176.42,424.92,20.43,1795.52,1631.82,297.29,465.43,27007.79
Indramayu,3212000,2020-03-01 9:57:14,2016,13217.41,4871.5,28814.07,34.88,62.38,3717.65,7478.49,1988.87,1095.58,402.9,811.24,312.72,155.73,1562.34,1390.54,329.41,287.74,66533.44
Subang,3213000,2020-03-01 9:57:14,2016,8864.35,3385.7,3847.86,20.54,26.76,2543.07,4737.82,1216.2,1044.03,799.32,1401.24,303.33,13.47,1366.57,1046.3,233.17,680.48,31530.21
Purwakarta,3214000,2020-03-01 9:57:14,2016,3935.28,42.22,31841.38,341.65,15.2,3922.91,6461.03,1317.57,563.51,763.88,1300.16,661.77,227.35,714.92,1100.35,240.69,1125.83,54575.71
Karawang,3215000,2020-03-01 9:57:14,2016,7572.59,2498.55,131153.03,1893,110.43,7065,17981.99,3437.03,1670.02,1611.71,2122.46,366.51,61.07,1967.25,1583.83,502.57,1387.92,182984.95
Bekasi,3216000,2020-03-01 9:57:14,2016,3679.51,1510.8,204538.74,3678.44,65.33,17024.46,14040.9,3124.87,1244.29,2454.94,2764.1,1042.69,339.22,1951.86,2339.62,570.02,1540.75,261910.56
Bandung Barat,3217000,2020-03-01 9:57:14,2016,5187.6,450.52,14563.5,271.41,13.87,2847.88,5220.82,1994.27,1769.27,641.28,312.74,632.12,158.58,1143.75,1269.22,183.03,383.4,37043.26
Pangandaran,3218000,2020-03-01 9:57:14,2016,2445.3,62.84,425.19,6.4,1.05,727.32,1767.24,1052.91,732.51,128.75,171.7,218.52,80.73,285.63,435.91,18.72,123.17,8683.9
Kota Bogor,3271000,2020-03-01 9:57:14,2016,269.24,,6538.5,1970.65,36.04,3937.65,7643.84,4210.07,1586.01,1710.36,2475.16,782.75,746.14,1019.03,997.67,425.78,1051.91,35400.81
Kota Sukabumi,3272000,2020-03-01 9:57:14,2016,371.45,,504.06,20.24,12.19,647.48,3827.94,1040.07,275.87,361.2,1036.14,107.88,163.16,534.34,371.46,167.89,277.32,9718.69
