KabKota,Tahun,Pengeluaran Konsumsi Rumah Tangga,Pengeluaran Konsumsi LNPRT,Pengeluaran Konsumsi Pemerintah,Pembentukan Modal Tetap Bruto,Perubahan Inventori,Net Ekspor,PDRB,"A Pertanian, Kehutanan, dan Perikanan",B Pertambangan dan Penggalian,C Industri Pengolahan,D Pengadaan Listrik dan Gas,"E Pengadaan Air; Pengelolaan Sampah, Limbah, dan Daur Ulang",F Konstruksi,G Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,H Transportasi dan Pergudangan,I Penyediaan Akomodasi dan Makan Minum,J Informasi dan Komunikasi,K Jasa Keuangan dan Asuransi,L Real Estat,"M,N Jasa Perusahaan","O Administrasi Pemerintahan, Pertahanan, dan Jaminan Sosial Wajib",P Jasa Pendidikan,Q Jasa Kesehatan dan Kegiatan Sosial,"R,S,T,U Jasa Lainnya",Produk Domestik Bruto
Buton Tengah,2025,1965.576193938285,38.26768843859348,466.7819879608113,1207.7364537140277,68.18600679649988,-406.9533991865081,3227.094901106523,1201.9300373558208,327.715277984962,149.2762888199338,1.4282896529637443,13.090734273013464,506.5621857417128,417.9372591255023,31.753645518897162,6.706084167423985,22.980131599758163,56.55165966831079,93.78110404959429,1.1873064818698336,110.98147379607416,242.28985183933875,36.43098026871011,22.303178814989842,3227.094901106523
Buton Utara,2025,1975.5088901247466,38.42323022175422,770.5121235357833,1619.1726084406378,23.13328495956685,-106.72273838980458,4310.369776275687,1591.8889215345107,338.61303950133157,176.61366667425,0.4416465646631641,1.8752342192988145,683.9936613884585,615.3936343470784,82.5684598409589,13.037057023771526,39.886106337790885,36.99711495818553,68.38992267935306,2.6794591580675053,298.47138626149723,188.1190145846061,65.34113063051672,47.02400829774212,4310.369776275687
Flores Timur,2025,4948.004973612994,252.957936548789,1465.809149954088,1623.3262925555323,65.5585076163176,-1756.9621498611116,6345.280216485454,1905.1600637480792,52.46221963579827,65.38710386740536,6.353151149820848,1.9176422607705539,266.058165292704,625.5982428632726,356.92272563708514,5.699963808964774,295.38751842731375,292.60161037115586,187.19394146527006,4.67808896688793,1072.969501586731,968.9788342401777,183.28666427381765,235.50681593045812,6345.280216485454
Gorontalo,2025,11209.657909259085,153.88013922121027,2151.388552298164,5660.417572156377,170.91300269425224,-1582.4638035103783,17364.66455965904,6724.467246519441,272.0485975899902,833.8559855620642,12.691806548275022,4.211716533098219,2474.156800024223,1776.879604010861,1545.1819317517845,311.49439441144074,490.3350753546686,744.665102830111,150.8454558553025,9.797643705154806,579.9734472822596,579.9441337701168,602.6406644517888,175.09341451827933,17364.66455965904
Halmahera Barat,2025,1917.5224891153996,140.94336634620456,854.7289801746073,369.6450838121362,-6.285260194570753,-229.30362837301593,2993.598031984751,1233.2174272181503,2.68395736533558,124.78870704051327,3.2135771156589983,5.64884725760772,142.94953318131385,438.19837990949463,84.2710851109474,6.293209143953897,80.23663276750288,88.92606210459093,2.330736078931051,4.557592783671158,577.8381297152707,88.67327090333151,76.17936831184525,11.818032518944031,2993.598031984751
Halmahera Utara,2025,4053.947977379476,96.16068274363782,1494.592858238736,1652.3275134719242,6.6638700185447135,-140.56542112734485,7194.727352881138,1782.9466246145669,2044.1631318447708,201.459219581031,7.083560463652816,7.105516898051496,522.8804209252656,923.4833736403776,180.33724886593288,19.512613001042368,180.78577512075563,131.34136793905012,5.283131014909551,6.141888853877066,899.2096759795938,198.36621224119352,126.9044762438568,32.34049820815084,7194.727352881138
Indragiri Hilir,2025,50567.34836350566,595.1836504567956,2181.110774838081,18989.52898342243,209.30719050488977,34718.032490524885,84325.64336286648,34115.748664354054,1360.9545083530363,25464.932722489542,70.6341860473183,9.881437455134117,6046.198431786512,13879.16909092575,886.0631297302391,374.0187970451702,556.0500659592756,512.4204757634017,765.2920886805383,2.4072960092594884,1192.9422655230715,485.72914812407697,179.63034195643561,394.6228405429811,84325.64336286648
Jembrana,2025,9625.820905613651,358.5218638857313,1729.7407167591746,4101.376123312572,52.86236559842766,1048.9414867640685,17222.044084307574,3759.0272654087103,136.45523598839816,891.5457934060352,24.831031712331264,11.800171731038994,1706.1761199780017,1782.0198395317966,2579.587742282831,2112.2387376429124,1018.5846987154706,704.9630547322656,705.3578346422092,120.08306571034272,436.14284545793663,359.52907060283627,423.0556697144926,261.34727626599675,17222.044084307574
Jepara,2025,29226.084623273928,806.2432515594991,2518.42120656397,16001.15990198253,189.91610647925376,-11991.923638870845,40035.24054487819,5150.567367365329,650.1659258071147,11842.705809807314,43.468977683018934,21.82185535512801,3384.09704647287,8139.865283080908,1713.9666284150233,1796.0311332055182,2063.75903666412,920.3380123817574,589.1417720201158,462.2299096520251,791.5494048583574,1939.0535898602652,434.4695955205769,962.1026606247817,40035.24054487819
Karangasem,2025,12478.636319264824,621.8720914472051,1962.4739611590892,2958.2165751392554,62.82298006438435,2497.3558144047606,20269.370260757718,5268.503244293005,661.099198085954,831.6085696866845,19.258635534662584,26.83243521257533,1406.259953505577,1168.245945036433,3196.5338042350427,1808.8183111169647,711.3506550741564,1199.542532938217,1030.1070984393757,172.89087492581297,1411.182062929408,494.2670957976135,455.1377897440591,428.5573788666863,20269.370260757718
Karimun,2025,11294.250494041353,190.92024706647453,1642.6820985717654,8392.140645780008,184.7377110072527,-2039.0432365692636,18472.27093281157,2657.544981250872,2037.3081629385897,2460.7573046313228,54.62710816417902,6.103999843826166,3164.9465919805652,3269.0382341537493,677.8623950813438,417.2579867206405,621.3807261783564,297.598137131227,507.7281391510988,3.621212553441639,680.4763314294169,579.4448047167755,294.0571250494915,271.7541708027578,18472.27093281157
Kayong Utara,2025,3222.6186843886444,87.8268067137685,1086.6933503631824,1725.5041285499692,62.409518446562856,-381.83262647186143,5794.6897037187755,1601.500886440786,224.13903300410104,568.9554400073498,4.13512298514338,8.045095829172883,729.3147450768687,787.0018438550533,192.79718162000404,127.98137268959016,289.27848249071457,116.3047471185719,165.82060959209633,19.336042027167764,536.3019241445285,163.34193352680538,211.019023517871,56.00791787873711,5794.6897037187755
Kepulauan Mentawai,2025,3192.8020214654407,52.626635303095306,850.3990616698659,1939.852495904374,-3.516197704675136,304.8181447492784,6368.7633106358735,3053.7658662196172,96.66865917831457,148.35080320600625,1.8341485531244046,0.23653442570384572,878.2269158445234,867.7369079820573,435.7164886310898,59.48224041477592,68.46601978434032,6.5834681211590524,55.68468646073798,2.610162769218531,429.718548416949,70.8081923843726,49.650704051878456,60.7255496139185,6368.7633106358735
Kepulauan Selayar,2025,4410.897165191828,116.39979305666402,1161.9517647873183,3799.48491641542,17.279788060157557,-1096.496990357143,8539.653444962709,3582.954792226857,77.49151815551343,232.76796341179354,7.055671563962268,8.290597488515651,1763.314211107773,701.1039537847793,192.41962006256847,20.321314023393388,192.5084998142998,116.26212197438521,107.65243371632349,1.263373866889966,594.6160600622918,476.83322601313625,204.92958621124836,43.68074749388168,8539.653444962709
Kepulauan Talaud,2025,2066.2256349652116,70.12038962123074,780.7937597646218,924.1688851938042,28.079486636438673,-779.9504684415587,3090.128853851103,1341.068961903592,43.90683773803864,50.809244341238504,6.836558663732651,0.22174324924115044,375.7792063243746,439.1563187217986,160.5900832118725,18.8350389689896,17.91227213003427,61.17174872787052,49.20095265267732,0.591848244690397,287.48015284708583,30.579906846641904,181.383282461639,15.601813519872154,3090.128853851103
Klungkung,2025,6109.263645329538,210.15714044650798,1512.3417204356224,3345.7721979089706,24.196660617031654,-207.02376053210682,11081.978692521432,2413.7062499877707,394.44447692364315,991.4653252035536,14.905867137206146,20.19814725920948,1069.4421686188134,918.2729918015963,286.8057104408282,1271.10685293311,963.6845477438413,522.7395388000235,243.65720240561384,107.86853184575337,591.3001610359662,241.02708009396522,566.9702706681057,292.8741453363795,11081.978692521432
Kolaka,2025,8428.005728761234,207.56164717299873,1314.4684942500294,17504.063343267404,308.54644722781006,12468.047693607497,38498.07102141199,5243.159473658165,16460.643012675562,2383.2066917518614,5.168535709590542,24.88360161456759,3201.0626232669606,3582.133688558637,754.8448038996527,116.37607642908556,198.8688627660096,566.5265723403437,214.85923639646742,43.41836865951065,681.0252339607539,537.8560274762066,130.59708392203953,239.8621143630747,38498.07102141199
Kolaka Utara,2025,5144.300510793348,95.86222774410571,869.1809845960701,4666.732182353585,95.11585868578821,2224.62298938492,11792.960237720392,5070.112200395047,2367.0112264450177,102.23806178009836,1.6098865916935445,21.585013616938657,1872.5205299063066,1502.6679798130688,163.8801987419991,45.4553052454821,71.42603932047226,106.68709359793603,107.34869741762184,2.5427834270102436,275.28757504443547,286.0166299854948,94.13160237036487,166.88575335410277,11792.960237720392
Konawe Selatan,2025,9234.047789206386,280.089979046182,1749.3566370663907,5744.92300360951,165.50921128342603,92.83032378968255,17520.49200516531,4955.860888054636,4014.0887751858236,297.7640358752698,3.925023256992505,5.027457658115845,1737.543323720248,1779.6874430384782,3297.490947145879,36.897164520631435,61.21789501272212,153.32197900179693,97.98180812849513,1.7631900614644669,682.0041414447273,667.3944722101787,122.00160252906191,113.37343425695687,17520.49200516531
Kota Ambon,2025,14142.396181454567,609.7554626425402,4213.3711872582835,4138.951409241837,39.64963258115583,-2556.736428165586,20177.603467919413,909.7975704889838,60.879444792618315,659.1720778463141,43.38222729621492,116.19758199113448,998.8877887454415,4319.035788033066,2240.2294644998437,439.38114527051385,1330.1398963940842,1398.9031439318812,52.35016908332812,310.64530145705993,4181.855891701268,1106.4658086339036,268.0208689345309,392.8799554726045,20177.603467919413
Kota Balikpapan,2025,31576.343129345663,1203.1372551351722,6971.772136193415,78930.74491741399,140.2651226217466,41994.03254771285,140241.47671286302,1343.5604048163327,7301.339439782812,83932.44618275217,624.2375241063065,131.29182972650753,27374.274497586586,12410.378501561148,10339.732048238222,2389.6489115624645,5061.1037466740645,4541.390607524433,2043.9721485655211,511.5269370600344,2093.1156719984615,2908.7294445810626,1107.9862033535173,1180.584731544874,140241.47671286302
Kota Banda Aceh,2025,36643.23049046821,634.959371896172,8704.651143413308,6353.7904659455335,86.68789482537022,-5159.549705725106,26745.848260779967,468.2005586326947,0.728256943121594,524.4300315067408,90.7424936272673,49.08117601007922,1432.5418751041059,6195.03778904556,3426.4464397940164,2315.104891334089,1391.6829378207528,3207.4832399768843,1370.475390697442,405.6189913463206,4831.587037947532,2527.760736401495,1218.154944536555,738.5832960336267,26745.848260779967
Kota Baru,2025,8836.3526102191,231.65679118532435,2512.9838866793343,6342.716814408462,86.30301594740816,20732.86393892497,38454.583381384735,5783.480559872891,19967.7258915747,12099.150150542291,14.920165035450019,24.147012344978673,1882.0906939731226,1799.3862104203804,2239.386869748491,243.3165762798869,187.63021444820495,369.5439744235584,332.30520834714,45.902710290288596,1259.7225678417603,621.0142491275258,360.7168089592661,220.0405439557076,38454.583381384735
Kota Batam,2025,71793.78074295016,549.4815178719643,4112.312386463899,89420.62394793943,1259.9215726429873,30195.008671565643,218641.67944587363,1762.833050158475,124.38642673935989,99915.37502826897,2507.703536835557,274.52379840759966,34982.10637859267,18885.79788754752,5090.314030252764,8145.147296303732,6183.033252150425,7777.738115996787,1941.4166138199603,711.5280712499048,3008.9237149822247,2698.604785462163,1285.6134011757194,369.21682059598885,218641.67944587363
Kota Baubau,2025,7292.663434871064,134.51298099520326,1737.1356336156064,5564.792096630005,135.61977558128325,-2836.596449920634,11891.866802441773,1853.381838788201,445.360917785289,366.3080259598832,7.069534878246165,36.05098053819532,2819.7830835115856,2727.5845966027123,677.076798961748,164.34863985047963,432.62772741454404,441.32496537612195,296.77789004115124,20.467117118373718,965.6270309260888,902.360372161735,145.06793547197043,337.1333421789113,11891.866802441773
Kota Bitung,2025,8845.602228768195,370.5497669118036,1795.3877755055344,7650.252292308912,83.01106525427876,7642.0607169047635,24518.796964634083,4771.004005366565,89.77264145566903,8631.143421074816,21.589772498455215,38.644485266813035,2032.2169484163112,2131.4671098422095,3168.5030674873015,162.04445561610075,459.5772000653924,746.2941744546172,458.6284180507778,5.521484901622117,458.2046526378405,194.39289770417193,599.5518201702556,167.57158895856645,24518.796964634083
Kota Cilegon,2025,28089.337399234566,86.84275236595829,2100.154515731335,68875.9814779362,322.196602503005,40709.919571443,148379.53073792244,232.18763297813325,50.68131900652703,79192.26307273004,5345.326768082142,254.01964766439315,28839.263986044214,12366.844600176983,3500.958129279621,2297.3653483115972,1186.1289698965602,4521.394502090873,6781.169355693456,468.0698720095789,1258.8694153708584,1115.6991400226577,1113.2916224391984,1255.3652641969697,148379.53073792244
Kota Dumai,2025,18561.898356775808,256.7129258513887,3055.5060500709324,27656.00602425108,227.98168470929505,10689.412532099566,62542.31578317389,2862.989733786511,156.42218358117807,26209.9951199267,114.63151427143298,8.839056559035432,5900.952445308198,8468.231893907989,1131.4076430042091,375.8401167199656,600.8786449320746,565.1819871744733,213.90700928617144,2.0904411205290825,754.1558925919053,229.71993362848195,113.3676001957005,259.70806545541114,62542.31578317389
Kota Gunungsitoli,2025,5038.0240199458885,160.70225481485545,641.308984817197,2230.3741614087185,18.945516861854657,-563.228660357143,7333.649972147176,1061.06802445469,187.48102663808388,15.422312971411815,7.026274606879039,7.099524101987292,1430.2967807855591,2045.048482950644,684.686343886277,323.2926912531128,127.85174903415304,263.2201105347447,377.3754182462622,23.696023763080344,354.6037072164734,355.7059399105892,60.714176656959495,26.059467696066204,7333.649972147176
Kota Kupang,2025,22520.400627905696,1063.6444899263317,5233.806811623037,17969.737278129545,165.07838307905135,-14201.447069585125,31275.05357415633,778.2423382745043,27.445911829158845,518.3293323600185,55.860229682526686,40.57637460805192,4486.255680179743,4831.05270449822,3139.3598139377305,703.6541110464618,4033.6571193404493,2737.3568076901743,1385.9239051522495,109.75735318424087,3284.274665834196,3454.717824770541,1231.675947260153,775.5810366981445,31275.05357415633
Kota Padang,2025,76929.2510688816,1607.2649540945656,10186.627902920973,38645.21837416927,238.66179899876096,9707.77428720238,83395.39489075194,4299.445696522896,2649.657087301733,9871.263237386505,92.09875328304474,116.5849242847098,13650.134924019781,14005.619410392648,11459.706397113834,2361.850230441577,5310.748427549911,4945.757616478993,2032.503150650931,1335.411288188567,4714.344041702671,4712.706935720585,1218.9274600829444,1981.3970832301943,83395.39489075194
Kota Palu,2025,19667.183441649453,1098.6796821080827,4849.247755147301,17531.511935771658,197.15587910469011,-8160.101788611115,34713.30890249839,1228.1371705684348,2606.0889335666375,2346.646396417853,43.72850528573483,90.21306643539486,5652.967749431835,3611.6810688538367,3204.541598557772,348.0311100398393,3264.947541382051,1649.4156522142255,1577.5949195572202,373.9281045075692,4258.249535370239,2305.176529747844,1225.1506981920227,293.39063791764374,34713.30890249839
Kota Pontianak,2025,23600.411521545648,536.7994066088797,5276.897735420172,40799.16702039232,71.3477455614468,9096.770417123016,50330.61648006202,546.4120482580231,0.6697206338722663,8473.497999624688,398.54890684955126,129.8142968940249,14197.985538711346,9139.68350437051,3504.3455867330513,1325.8928394762106,2983.92415636452,2801.1169146241127,1653.7794760409238,426.13251692539853,4866.68386722758,3061.771286931704,1208.0331409123116,1003.1034772339198,50330.61648006202
Kota Sabang,2025,1114.6637058263543,123.74586419991216,1016.612253259776,1180.3583161670772,17.437016033016732,-1397.8018954563493,1779.1286523011497,153.38786643028843,11.111643915231102,45.70001241354466,2.974729883477507,3.856376196959266,550.3033099358573,316.22774164963454,70.22457566709213,78.92639726883672,37.84365286624235,44.456745064117605,63.21893486076007,3.7662857809878725,269.2835921771508,82.17218336148476,136.71541773583368,37.02933316878475,1779.1286523011497
Kota Sibolga,2025,4400.495814292229,157.22802748702483,788.3358276741463,1332.2599710815975,106.07331129209571,478.10811956751553,7151.481347913998,1333.5214768674111,0.47543253946638997,360.37229358453374,6.579291845003177,19.04009406282751,874.9646368269887,2004.4541107784005,728.5502855907102,346.5666095890344,90.81865687293869,188.14014971959065,338.41572439608535,46.88868754396843,518.8170094353057,298.50677256174527,100.49245659058866,25.03697324711346,7151.481347913998
Kota Surabaya,2025,343084.15989552566,4989.25371974136,24408.693788803943,149832.87760749276,5984.001850589379,44523.63337957792,587283.8421825484,1008.511134119803,13817.169679041937,109478.72165234813,3093.5281342402836,840.7815808753413,52784.9390555554,162789.25589871264,30659.583075215996,92483.06463849873,33365.614476988754,30068.472058939264,14601.936851834424,14663.879391519966,8028.0017987152205,14357.768773344647,4959.295685403438,7647.467835246372,587283.8421825484
Kota Ternate,2025,8976.061786119004,192.51125501885926,4751.732214089475,3389.084707215453,83.94430109099977,-2704.4320080753964,15142.2209238443,648.7710060766083,10.942277928958848,344.7863226684255,19.109994888301728,10.470376234256623,1009.2929618809559,3789.350740268181,2090.4867942470305,157.06046216608797,1297.2002678536442,1447.3097666521464,29.26672715241866,108.05765953187294,2424.6850862519786,713.2141761511832,532.5660331829939,260.88583776354926,15142.2209238443
Kota Tidore Kepulauan,2025,2078.1460175935235,68.99546349051505,3245.975702892792,929.5344569411142,24.81143125200407,-2668.0052939880934,3791.2399225503773,908.5389717177884,2.6695699003241247,86.85681937237838,8.10321391462133,5.337587187904554,255.87164946194315,430.6775752098455,166.77789285966927,6.760406907658655,124.73975219876282,116.3368026545009,3.165171670631285,10.432116257616041,1401.6535944415714,150.586974495368,86.66253597312006,20.185215719766994,3791.2399225503773
Kubu Raya,2025,20159.377160889595,819.05462129708,2176.002733945682,25715.280317297882,731.7176118396378,3077.8889702362917,41906.053686833446,5278.875495147863,1437.871718664661,11952.343576914116,116.01093253117178,14.79033264169039,4583.487066545943,4663.223096209563,3676.6350512462045,635.5760906582159,1324.6713300816186,468.87162227131694,1431.2693880875368,175.21995891463055,1451.9554308992601,1506.2454439153717,604.7346344632373,340.6969536173042,41906.053686833446
Kupang,2025,5011.123940846549,293.8096455073678,2034.1505874142038,3478.0180081263966,70.11324127063654,-850.1627020238095,10424.224289379146,4218.695271197109,137.53627361968864,179.06322124131765,3.03503697728115,2.9384991042639848,1079.4642428145273,1409.908829410098,533.9845053142571,16.639402809567795,430.098405387132,70.99119262476178,145.1200844231387,2.3859221256838663,967.1107409003422,396.5123891441524,98.45540066542827,14.214997598058385,10424.224289379146
Lamongan,2025,48617.83400064883,1192.4164853111297,2830.4018369970922,16086.718457115823,111.73786741322928,-6340.8696898611115,54876.941504392176,15444.085106520697,800.4914771596592,5872.670001018719,37.32334782015314,60.47832602655888,5893.343529168935,10287.35967275583,570.7715880744886,639.0569102517348,4023.8381160345193,1165.0783543659127,1267.5465494204643,133.1849784678139,2232.7687527358207,1368.150861380568,593.5266063628675,963.6143295272516,54876.941504392176
Lampung Selatan,2025,29815.01505720781,1223.1772261389146,2559.2319031464635,18343.684920712592,214.72885488663428,2615.2544686093065,61495.877443771205,15236.461798222012,806.7623090078368,12218.881923454584,69.27121401103305,72.93407349358391,12285.085418426566,8906.143437960762,3331.570295562242,641.5207333785432,2045.8563965607284,1083.7428773239199,1290.3432296451424,50.59574989562836,1186.1553041367338,1510.046936164512,352.6020842590723,403.0550393464237,61495.877443771205
Lembata,2025,1688.0079641781545,76.45036436737833,931.0529047706827,655.1035116196454,15.674874189313982,-1040.8965537698411,2272.4711807804006,837.2953269531002,10.200873749881781,7.472391193789913,2.8175961407565486,0.8898818244854712,158.19304385632955,176.84070560830492,49.569640269778965,4.9307277241353225,152.24716515383463,8.621271116787247,33.244639177852946,0.7938946699620733,597.847371730673,149.28472305392705,38.361289397410744,16.933194177795194,2272.4711807804006
Lombok Barat,2025,14284.180170148693,436.19461659271565,2851.9890515248044,7168.498946142354,31.39069500292132,-5197.713564157647,19217.089369566187,4150.236757365906,1206.3584921723332,835.8659118298366,21.65759995028388,22.42837961227431,2159.916005724649,2723.3923306827214,2121.2313296484176,1064.789094918168,470.82838589387217,804.4871562710174,633.7222236927985,20.03202723985152,1165.4986590666715,1052.6823196495232,424.17995668641794,419.8459160066339,19217.089369566187
