KabKota,Tahun,Pengeluaran Konsumsi Rumah Tangga,Pengeluaran Konsumsi LNPRT,Pengeluaran Konsumsi Pemerintah,Pembentukan Modal Tetap Bruto,Perubahan Inventori,Net Ekspor,PDRB,"A Pertanian, Kehutanan, dan Perikanan",B Pertambangan dan Penggalian,C Industri Pengolahan,D Pengadaan Listrik dan Gas,"E Pengadaan Air; Pengelolaan Sampah, Limbah, dan Daur Ulang",F Konstruksi,G Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,H Transportasi dan Pergudangan,I Penyediaan Akomodasi dan Makan Minum,J Informasi dan Komunikasi,K Jasa Keuangan dan Asuransi,L Real Estat,"M,N Jasa Perusahaan","O Administrasi Pemerintahan, Pertahanan, dan Jaminan Sosial Wajib",P Jasa Pendidikan,Q Jasa Kesehatan dan Kegiatan Sosial,"R,S,T,U Jasa Lainnya",Produk Domestik Bruto
Gorontalo,2026,11205.747880149103,151.23184233677836,2163.9613752520772,5918.661697550309,153.0872408712998,-1502.99254512654,17366.819864880054,7100.37127772827,267.7285504682027,855.941442508606,13.516190073520365,4.281319154246752,2839.1898925044793,1914.346587486008,1457.6372498876842,321.16964404209824,510.9163053615973,765.8216081758336,156.41274997486192,9.968009605853997,572.8082293498361,575.5362351148048,749.7379885844651,187.33683527155014,17366.819864880054
Halmahera Barat,2026,1907.5243343043717,137.07021136976851,857.1040826493704,340.7728306869978,53.426671403282086,-220.35798896520143,3075.8226404580537,1258.6158033271695,2.321391398978496,125.99345324565354,3.4074159108275968,5.740986290154001,143.6182979978205,436.49069269311144,90.07608313555319,6.451638941710966,83.62382440789386,91.36188298681458,2.445247881538029,4.38821809303463,572.6384736193914,91.9999330200729,77.0243466863587,11.658824763422542,3075.8226404580537
Halmahera Utara,2026,4069.4788423655455,97.72234635133363,1496.6039868049781,1709.5235428176702,2.307434392918367,-126.91202975829724,7238.4467350171235,1710.1744038300105,2101.886360686567,217.19963159232321,7.322924175699627,7.112584710666318,540.1547970786071,931.6897111296064,173.74542760159125,18.951881733918864,188.64804359657572,143.21596726983861,5.878853735900235,5.687417532879041,886.3342807803647,205.30869521428673,129.8617154350233,32.719153847811704,7238.4467350171235
Indragiri Hilir,2026,53138.53174847408,644.9896812539115,2184.376404404214,20592.568596760473,228.93828675176678,35802.80149758839,84089.55473272424,33540.76994286367,1191.8078747347272,26593.90882683897,70.84664608603748,10.330252907277567,6059.0367110582265,13472.072282377365,834.1816265505227,370.26772033717623,598.2990942583176,512.4913996016143,943.43809815652,2.4478659514881866,1257.044546474385,482.07805883270566,196.0007477088702,396.1835058884132,84089.55473272424
Jembrana,2026,9818.972824392074,446.83253159030585,1695.5718928954016,4161.526689412368,107.78367750721327,1009.4946526587296,16764.76447777886,3937.892033255185,139.84151196522026,962.764867736832,24.928514078059088,12.268069428309355,1703.7930234375901,1777.7528695239705,2567.5522988492357,2109.00141010377,1037.0841478959337,760.0180088768699,700.4235027518486,129.09519829577476,447.7533953843631,370.3076926038778,435.2230727282022,255.26016957418614,16764.76447777886
Jepara,2026,34045.863658328235,1010.9182310868684,2486.0124974332075,16188.249355597947,143.32974823013902,-12085.58722127164,40294.43596467003,5280.364536115683,646.3844127509884,11846.717769349025,43.57915357475456,22.10009891215638,3395.318011983163,8046.217165030332,1701.129424894492,1773.8578020242637,2500.4198447302642,1078.5290036625988,581.4483605314364,468.7975101142115,850.8863864861839,2233.6951317774215,450.29064719500826,965.6771968265514,40294.43596467003
Karangasem,2026,14140.143404319433,606.8974168194097,1985.0318358914403,2923.0771723225453,103.90295301469897,2396.089808412698,20769.25948782994,5268.63510915006,629.9688919319277,840.1214409770967,19.566119329034155,28.000324014854716,1411.4950919437033,1169.1291834968292,2722.2780638845247,1793.6239632701424,742.7775175894946,1266.7031259254634,1148.5305237091216,173.80619853638066,1508.1507373161637,481.011566090378,535.6371577896667,399.22528603176795,20769.25948782994
Karimun,2026,12010.715266137242,201.6908346356441,1623.863559611828,8583.795117594384,163.2206712327086,-2039.939163632757,18902.78164565637,2786.14280269538,2083.318001930862,2536.636618973607,54.489433026846264,6.414474728670615,3151.8441073426006,3488.703034687773,665.4888731471184,410.75898076503717,679.4056768655686,310.8529699896549,520.7696789750158,3.632665731276346,690.6401889179077,615.5013647895948,306.7340780006459,284.86347358574295,18902.78164565637
Kayong Utara,2026,3284.905382940702,95.08659171336863,1051.3231163642213,1717.603262192759,59.37807317629422,-452.0344953373017,5921.361181690853,1611.5550273923925,217.55987558997137,577.1659735431945,4.280300172925095,8.358325143210898,753.0823873800704,826.9403500216245,201.06854878880833,152.21714888962293,303.2376959435329,117.00368826732226,162.88019777255607,19.68761201889411,541.3025100203519,174.34177994858263,220.44011624623744,59.659148913301316,5921.361181690853
Kepulauan Mentawai,2026,3261.7811582466625,54.81210432335318,833.9685803559562,1959.3026315841041,-4.938403188035323,332.28960071470186,6422.771064168062,3058.081281012937,100.23737716809934,150.2587231008033,1.9190457418988431,0.25935335356643857,898.6729706374057,871.990266811623,455.18952066371213,76.2621738955863,70.25190026245602,6.94734170903755,58.3415366765986,2.641982526911116,430.0098852994101,71.65496126673268,53.66002426005533,62.307683505697966,6422.771064168062
Kepulauan Selayar,2026,4654.533354210757,121.42980318571286,1152.218811428987,3991.5195360674015,-25.860719558426013,-1139.7842947222223,8662.977274193578,3583.610298387585,78.86591756300818,226.82973511789066,7.323359932740836,8.454613150667623,1855.672477446082,719.7437971994168,190.81749987556753,20.411696615396274,196.71762777286622,117.43721414578515,108.25631952510027,1.1620601652421556,596.4652050921156,482.8246110527492,217.35332100354245,46.77749931925881,8662.977274193578
Kepulauan Talaud,2026,2103.1813493575737,72.24255508551013,736.1091986832805,901.8042251006362,19.803617515469995,-730.1017746049785,3162.415490541852,1379.2008476639464,46.02954399280065,52.0111307770087,7.049934011228734,0.23021125831937314,373.793775530326,437.11709985410016,157.8080825745946,18.848234505506962,20.406921016074293,62.46599062409917,51.22850857547432,0.5668137594140514,288.0367277743816,32.595100432659805,188.29864325840109,15.395056184755916,3162.415490541852
Klungkung,2026,6485.210971406876,229.3832952126336,1509.0059662112783,3418.133217251391,21.6811548985267,-139.76518702380946,11536.773970056822,2570.859323279323,418.1341927676861,970.7106926880377,15.416064091052531,21.112516575355457,1062.6704707603305,908.0883310810552,289.5877359691838,1265.0271779757545,1034.201438907779,552.4886682678454,250.89175716881797,113.81533165989323,581.6875553213624,251.83229719500324,777.1716669199419,286.37275811926105,11536.773970056822
Kolaka,2026,8601.568635194266,230.0589560526873,1308.516763513156,18256.108641503357,296.9620215136411,12767.704987139248,39371.93075325837,5280.891821419809,16831.69033455212,2454.6701714497694,5.24795811887368,25.587512809139874,3239.4877248971825,3712.058088104193,694.819300152787,114.29263859719433,198.98058535693713,634.4162642342087,217.85025556652155,43.409383484188886,689.8069964931761,561.4700876565201,136.77069870044997,236.1989636258408,39371.93075325837
Kolaka Utara,2026,5244.563855733901,96.47859043652625,881.3467295691696,4668.658034209203,78.16162252671919,2451.0544011904767,12263.320674418368,5196.412187588771,2411.6039364155995,103.84122999242459,1.6849406447324762,22.010458211141952,1880.476881054531,1494.9748249726406,159.7418934728396,43.44637312958171,73.76652485551118,113.08810077060859,107.95186795150637,2.5670102808842463,283.3013169489205,296.87384385670214,96.96376822913749,171.52157933738172,12263.320674418368
Konawe Selatan,2026,9728.204966889818,293.0272806230149,1736.3072444811344,5725.309075222594,161.13275973855266,133.52272808802311,17860.96289147767,4816.239381110097,4072.7133729091656,302.9386316302051,4.0428612125278125,5.195996320549326,1736.401171659743,1773.4600964001963,2642.18068111872,38.07540340997512,64.54121587267899,157.6513382791911,99.6741640234125,1.8023717524473606,690.7833014068069,617.2440732104872,123.92838942070327,114.59785791213685,17860.96289147767
Kota Ambon,2026,21465.9314985975,768.112501034955,4430.297102852887,4136.674905725513,74.08184372410042,-2848.9466952020184,20765.929663062998,902.620307894915,62.17532379849529,662.8611563956575,142.9319957751308,142.86297758704515,1007.431551614455,5900.73452578403,2111.956180480417,511.71818780958824,1549.9594699298266,2487.7919630937,53.812130390405365,314.2474775242213,4303.087507610687,1171.7411825221723,288.1527879964196,709.0572719419634,20765.929663062998
Kota Balikpapan,2026,37416.29752638175,1294.545971176075,6309.924017453761,89042.4995337868,163.17339679188817,41048.12833416125,147535.07273122828,1379.214009891534,3425.002251947356,89000.6956353501,562.0581982273599,147.5215060038057,30485.696762599542,28601.872961621135,10873.322701295061,2704.9661840286944,5789.561137144028,5166.030089580218,2044.3122798157656,1581.0766097745031,2151.00894428959,2944.3228851949716,1217.080766262454,1308.669845086684,147535.07273122828
Kota Banda Aceh,2026,38965.08743623854,976.1778507435307,8005.025110522492,8832.64517560433,134.80098379141964,-6073.5502671627,26833.078257056422,492.50250309679984,0.09437467097837332,531.5737699759727,97.73664678719872,51.97193988526303,1545.876967068994,7086.68680438656,4200.100923937904,2163.8783878889963,1579.8169531315393,3746.1152484050913,1382.3592066097394,892.8719181153756,4881.613786628656,3513.5970296633536,1207.9987487140604,1671.7934172813375,26833.078257056422
Kota Baru,2026,9627.16067893875,238.96753695286657,2607.7187569537414,6725.6535414489745,7.6215872344150455,25071.690778190834,39641.92478301181,5850.945028694088,19826.756670916504,12141.654697946567,15.56726663741752,24.774820618836166,1831.5789049816703,1780.3000253874486,2029.5590384560585,252.5324447424769,195.41656011120395,370.7320380067816,342.0245878251886,45.7897531629796,1388.199018275233,618.9108079814774,417.55437106575334,214.43930702685367,39641.92478301181
Kota Batam,2026,74714.12201504176,685.7317219390125,4132.535291456856,86821.11099021534,1549.585570281747,31554.688634363272,182474.70712538552,1695.4831174365825,121.08435524847542,100710.53608827839,2792.5735977077893,283.21102165669834,34938.438669997646,19818.158492206636,4708.180474169408,7011.683537193068,5529.622267619286,7146.172540949303,2049.179702433809,1338.08813233327,4051.6026678776584,3600.1294790230486,1318.0335061261108,553.6465115000121,182474.70712538552
Kota Baubau,2026,7482.8112264679185,135.58487006721091,1751.7183688612924,5795.984833571115,157.86919237081887,-3053.712901130951,12291.195750058165,1935.6421841724539,442.5479927321309,368.9943764164077,7.3533648528322475,37.35088651602904,3131.2716593790046,2767.4301153148367,650.3472402530289,166.08242405049714,468.6004996191094,438.40051971802563,305.75500366842834,20.683675043382607,1023.8631688455644,906.8235763616299,147.95756182065352,323.82317867334984,12291.195750058165
Kota Bitung,2026,9739.250146098746,445.42779359145686,1774.0638646795846,7196.150753805145,90.89794380914599,7804.163737123021,24265.13941912442,4781.124450361363,92.49805470170372,10152.7620111075,21.73446657062326,39.857620573592776,2030.3640290856129,2294.8730857942915,2611.3965488276253,166.5121379418072,498.11044626827936,762.4932858231915,481.5044121967557,5.437472549618788,453.6880809752733,203.77460278985458,796.8768840331534,170.11298604611824,24265.13941912442
Kota Cilegon,2026,29871.506323458783,94.67133051926345,2143.2769637742367,74384.29615435028,192.22021792399536,40402.98407291126,151436.0670003315,256.3078095001964,51.88873143039648,83379.86969246966,4731.291584452517,256.2277362951523,32341.89012411499,12685.19011349893,2407.903398838581,2307.7175698605643,1311.6296828725538,4715.287132947905,6836.746823919403,496.60628998692044,1406.7583266107918,1099.7977676831956,1110.3119873153776,1211.46378307222,151436.0670003315
Kota Dumai,2026,19465.496322402258,274.1261215211744,3165.73158264528,30649.41471457642,260.29611986912994,12550.13827245671,73953.0175518699,2997.5427873728468,156.4528472308003,26104.957142415653,115.14635053237842,9.16009840318852,6014.833679686601,8423.855620107288,1044.6830914966724,373.4460625347328,622.4731496823763,634.4577166032909,214.15701292574363,2.2105233794992207,793.2101521864003,235.48130111882028,117.97256625418485,255.6920785725029,73953.0175518699
Kota Gunungsitoli,2026,5238.711402238531,156.27213483370636,658.0105483524155,2331.6017128196627,30.596979581776765,-546.2379086111112,7512.482076933679,1069.71623667113,199.4774671992074,15.634883071371968,7.165024510629006,7.289358999568326,1522.2816765309915,2044.44753667572,656.8522761547667,318.26838109415644,133.07515124184738,285.40489281527726,387.5238131218222,25.070202763427343,363.67362565228984,369.2513404805744,62.123296433181714,27.15326439745554,7512.482076933679
Kota Kupang,2026,23601.658394009155,1147.4746559037476,5238.268304527344,17708.273391892246,111.37192576610258,-14247.049389585127,32906.69340849061,830.9117915251518,28.273086564332715,524.6554219157969,56.27684519043003,46.500746174239495,4412.373002803751,5095.28109879351,2521.015607008095,666.8629334784706,4273.1470630383,2741.938434013597,1409.6025762921893,111.57018094973397,4133.480063988287,3511.452378106908,1234.0026803762084,938.4186170883017,32906.69340849061
Kota Padang,2026,62406.92128829293,1649.9806484995859,9882.401628367017,55974.042603348345,178.03237656749238,12222.681782023812,83773.66620630704,4240.298742028771,2571.245946219915,17440.569844331698,94.43141083243157,117.18120363040936,17918.571037048994,14360.64706818905,11633.656795178907,2189.553733875265,5334.052860367932,5328.014266610277,2035.8037344482323,1333.6910174781522,4757.558162974232,4155.550661735997,1215.7991561848905,1985.2703390518675,83773.66620630704
Kota Palu,2026,22566.16634091052,1154.408577782165,4856.043019351338,18192.608948189973,204.65458114524048,-8370.109034623021,37513.982469061644,1268.257247552054,2572.81647345517,2342.6329349581406,50.4279833385981,103.53681921170131,5663.919632672329,3775.240336246281,2552.6106201932466,346.32879058070114,3490.4257902807344,1875.7557759328936,1628.6731328259143,409.2487938795535,4284.708647263781,2578.490651371508,1228.1159912091257,288.8548906934082,37513.982469061644
Kota Pontianak,2026,24661.460791875164,566.932255209115,5295.644478517145,49160.55457207294,53.6004723716035,10006.627738313495,58437.39878224621,549.5109062535535,0.49685911522620235,14149.57521168204,407.80494695663526,144.49083317583896,15535.669967689195,10451.71218874648,2422.259761501056,1293.5829553758929,3224.292224727844,3025.63962882108,1721.9886426461956,434.27817049030733,4941.2017548514,3107.574991720771,1205.9172690194102,1104.4532699314602,58437.39878224621
Kota Sabang,2026,1210.9004306794454,131.61532535681954,965.9146930046488,1189.9639480066242,42.00905894231954,-1406.718961468254,1789.883581505926,153.37431269872226,9.629238356540647,49.30271955343441,3.0589453731885117,4.00256791055683,558.9247720613005,314.1852409846279,69.46223624171303,82.77905507383457,38.554927424308815,45.54857764405831,63.07924416761807,3.776377330255765,270.80664002594216,83.81100165600668,139.2859956263944,36.9423756216951,1789.883581505926
Kota Sibolga,2026,4412.0587822286625,153.63689331465736,756.8025660015572,1374.7382041209453,98.22336636847209,508.10863902417026,7316.739566904556,1373.5664011369995,2.2680820011408573,368.9526311337435,7.028226013883134,19.60311517690354,868.9130055281566,2005.2921483698983,707.4047998415934,340.46010510788045,92.13075210629512,204.48566024773177,356.6695874383554,51.57692361441001,523.66916626716,307.4734814094784,104.47844783761593,25.58821452507941,7316.739566904556
Kota Surabaya,2026,342491.4121632636,5066.381669044484,23489.80012014732,142603.21696330252,3025.185516317478,42307.831581482664,585859.1659577742,1014.4409362709789,12142.405923003607,110167.03493927153,3008.7070685395393,849.9903585455297,51219.028403615346,159686.85978414488,30416.44717701798,91425.8184054153,34024.806504761524,30201.251558423803,13930.352113218207,14513.767189759745,7681.148894574933,14405.167696701095,5087.804691371153,7751.170403100947,585859.1659577742
Kota Ternate,2026,9765.093840718322,196.91334933817646,4777.405934712701,3099.1049173355577,87.03568669570461,-2208.1911325108226,14990.503869020493,681.4252676631013,11.07949353185574,345.88847573461055,19.253208326892842,10.784696218158006,1001.2583584800716,3768.5116055838134,1896.7892057844097,160.17345214200932,1334.4901896923243,1425.8191363100286,34.22347118798015,114.54697360019809,3277.7297375998355,711.2939572101469,622.8715118439611,259.67129289955506,14990.503869020493
Kota Tidore Kepulauan,2026,2105.171623370809,73.4272637356453,3335.98868810736,923.3350273364097,33.07641861986332,-2970.955509761904,3789.9452119714974,897.5109999821154,4.4768705131776825,87.04898600048566,8.557440869834709,5.335229784433795,259.159802982167,426.95518634726994,168.30324414596606,6.569915535516445,131.06257943485966,122.52360391652034,3.284178377198639,10.061772921563174,1407.8804901793042,157.55243934799472,89.7129791122957,20.774071302330906,3789.9452119714974
Kubu Raya,2026,22617.660143864214,1106.6029514122433,2191.0131579477534,27616.575771477117,541.9846818167605,2865.941607738094,42668.57173904602,5279.985202133121,1396.5315572598718,12010.477999652088,115.72689919803715,14.956118379486636,4594.35078056669,5155.961965028124,2434.576538948535,658.222602568465,1796.272802091032,461.46555389464737,1513.2411857186712,174.49823635476199,1605.5230383481014,1509.3744953714884,751.2908784380903,326.0124119799154,42668.57173904602
Kupang,2026,5166.202839259869,306.9046995844493,1986.433273064382,3560.7479518405707,89.53035326262976,-705.4681059884558,10810.089563198751,4469.553473378876,143.6605106788404,183.0926301080295,3.174369185536401,2.953052201444171,1057.9792353184705,1430.1799881174331,552.0344940816443,15.817532044420263,464.34114750654516,73.84045863227864,154.76837699500294,2.489335993101333,950.0277032569786,400.35464190439603,101.25202302130965,13.971540582907776,10810.089563198751
Lamongan,2026,50729.175013054235,1186.6508196406992,2805.407331007289,16318.446160270614,105.26562071833942,-6311.823613829366,61497.032115503986,15968.519966873744,888.035621193989,5746.226059514925,38.12380511357303,63.913065061361515,5860.914199867766,9827.578841645816,646.3811481091317,642.3636125406424,4264.014901320003,1310.7899019969802,1359.914781634882,133.210242833971,2243.883036755461,1466.5845810969784,767.0609369772866,971.4066950359485,61497.032115503986
Lampung Selatan,2026,30168.318615705757,1221.3972809548775,2505.667693553107,17851.64445429401,75.9675922894859,2590.490198313491,60801.96727396834,15873.72107367049,811.0236967650123,12284.21564986354,69.63687923864902,73.597724945787,12551.284542368214,9716.146336620739,2444.703025584251,736.3537083443616,2386.0951524678444,1168.8532822854322,1362.0522910694208,45.827990101750316,1316.9312410076857,1499.0160976472764,363.65631386566986,388.863723190813,60801.96727396834
Lembata,2026,1777.7723976005195,81.18746197270512,885.5216874223058,679.9615342759436,27.8505812050725,-1051.240618948413,2326.879956276032,851.5980361991989,9.797868913411074,9.444347012776552,2.9096397900403375,0.9592862399364366,156.14730879157517,180.7287296385169,46.92307325449868,5.099035179921187,162.21163127679984,8.83846008820305,33.30841754660279,0.8672116929156243,589.9015427376486,157.23480427780456,40.13672934111602,16.666156511820382,2326.879956276032
Lombok Barat,2026,14862.775449498506,432.9735783066437,2789.1373416446027,8472.492747020307,32.56963321904334,-5243.682284662698,20304.743725779103,4242.20992043927,1174.4868053765517,848.033299072508,24.792439413703462,23.761249656215963,2158.8785511269266,2755.7318080530417,2017.2897193506121,1051.0774632646899,511.7633509595065,867.8192185173519,684.3798936195593,20.349223631877457,1165.9662076572226,1099.5611182509049,439.43950190101833,410.97412868115373,20304.743725779103
Lombok Timur,2026,22455.0064967071,995.2100749801954,3742.2334343782427,8799.65319238116,79.4487270087459,-6701.355840416671,27725.720891827536,7699.389328945778,1507.2833440968284,1629.492294587773,25.356819649658586,19.60039188012124,3365.1535092488202,4537.141571112169,1058.1364020176952,303.7855985205684,547.8118936770478,805.0630977333655,1430.6088779027416,29.028381147811007,1838.0068317932878,1475.6222388652045,765.5516164183251,412.5693235015526,27725.720891827536
Maluku Tengah,2026,9840.59727381341,377.3644384289323,2373.9623326190326,2552.27391276247,76.99112982331025,-3349.967694296535,11775.81033296888,2779.724573933231,70.54465040221065,1381.658513069497,5.850270146657545,21.979688566658325,859.546084973716,1650.565610684888,303.2362355941053,158.9447242422358,169.00034761824176,310.0245911028894,20.165460677555142,122.20237237197304,2147.6799628456397,1097.3016432269008,189.00064189760116,215.2575845059149,11775.81033296888
Mamuju,2026,7952.247352240796,135.57712995474893,3675.784355197514,4787.066322558877,71.03375723915751,-517.5243898412701,16527.438682130596,6439.9048262407105,548.5978034469467,647.7359028413356,8.404373520219178,45.20345021376587,1616.1022177555715,1711.2370343589669,324.7107755390762,43.2935624243497,1300.5488337884701,411.9563371177966,363.9712712243496,11.003085943028367,1609.4853086837134,674.937250890955,349.22070746918257,419.8672875984071,16527.438682130596
Manggarai Barat,2026,3872.018478139949,90.21223040580982,1036.9740328526325,2878.090598326518,36.33978168055714,-3238.789093472223,4788.43112065411,1690.0548606308555,79.90647008362885,27.862580810662067,3.259472148165326,0.03675712614240828,706.1653548500557,520.1446380445403,228.58980597155073,43.89431265788838,323.39279109309064,27.511973527925498,150.0230510721147,9.954388435047406,529.7970014091327,131.90235759456294,65.22150016149855,4.373194729253388,4788.43112065411
Muna,2026,6281.3110707749265,112.84251507749822,1559.5304333212014,2936.991283981455,-4.987611274877821,-1356.6840212301584,10293.589644893811,2794.5754874249064,881.6499936415836,366.1504388876771,3.526158362515114,29.31767964665443,1168.959445724998,1491.8152748051584,267.22404419987845,43.45623920075741,97.12710204620258,220.3711904300061,186.1550054350791,7.542986464314827,1025.3608394785733,701.2627993010922,143.94308446495475,213.49452452267195,10293.589644893811
Muna Barat,2026,3168.860477299761,50.56087307255082,520.525774129397,1640.360105623473,17.204041326852916,-1747.5237671861478,3546.690742979459,1453.9702971399288,356.1532227129436,103.78715511045337,0.9991462144216251,0.6204967599210413,693.1930755055579,394.42822540999464,45.37376198468722,5.4140250243533545,38.30783765703106,27.702241587775315,53.229364985883,0.5363177579115245,180.63055438098192,173.48459618824785,38.20790791788802,46.958029171028386,3546.690742979459
Musi Banyuasin,2026,51123.32385571535,1333.171191443355,4852.331353419506,30441.325345312656,50.69283575565302,-5628.253798789682,83688.24554206606,15274.587941239175,35374.273558071676,11178.181125008025,56.17557423969266,15.722161366935097,14515.10618942503,5310.94745872339,234.4299960133705,209.08586600356858,336.7403841083338,2760.6631696731333,1348.7117029046824,40.899304935553644,3627.552437809404,2189.326891052621,367.47277449681485,405.87367039322135,83688.24554206606
Ngada,2026,2844.1565719510313,151.27574187782784,852.2954515789555,1185.4911098491514,121.89905294109836,-608.8541366522371,4735.2672504889315,1607.6798301276965,74.74101455461258,64.44014636089936,2.4974187966686863,4.303350034151832,591.4238864015375,406.96279320359196,211.31107957236577,21.844411994755077,199.26685784091032,298.1631195944433,77.8161917336709,1.2184800320651512,829.1388296425745,73.03168490605023,71.27990737302947,28.37205395552284,4735.2672504889315
Nias Selatan,2026,7561.087231247055,281.68628268328615,2365.2714723687677,2334.619706093305,224.63263750038328,-3048.15753047619,9494.048644275686,4191.904733973486,490.0622188904952,15.789602883297896,5.027264881991968,2.5844504539369244,1408.1720202406848,856.9703190288157,354.8042341684408,212.7969807834963,75.35525474065142,130.23457961064977,481.2988112758429,2.5359065151626194,821.2387832903274,217.0102230187851,83.00311668888362,11.673424327959049,9494.048644275686
Penajam Paser Utara,2026,5778.2465019968795,83.06290473915256,2420.66157127196,20781.994460392587,70.4909270332866,-4720.521340952382,22621.20913414165,2828.8655542926313,4198.158578356413,2185.4850651732377,12.726279123109814,13.07027918754236,12294.031878552674,1393.8162327569366,271.23892505767026,74.3427238797108,184.60644431393257,130.93508934368197,157.54264397976243,2.3093994889476823,523.2347215128531,485.2730096191513,4.968759022405907,140.98912258266617,22621.20913414165
Pulau Morotai,2026,1244.1701490489413,10.280980484262662,437.81281544572334,709.30625733201,8.481828508014758,-176.58929340603822,2130.960015580046,939.5003078292311,1.6171453433562646,63.90254202624305,2.3007261612494254,0.2802146019174957,204.4393915883652,406.14504349135194,42.18665347269233,2.2735505401491634,26.77578123033076,37.681253106823796,2.190445298821619,2.2248294569831977,180.71092707800662,70.94954873850466,36.36683841279838,10.295080554014147,2130.960015580046
Rote Ndao,2026,2340.9185227646212,173.8313831132393,1035.136202738729,1351.4549167987132,73.02444185945568,-914.3369132738094,3881.9707803725037,1958.7878558799061,29.624392269124932,52.18861204810017,2.470673461150435,3.537490439292744,194.33029201588113,311.925889523081,143.03181398528463,8.059660195874136,155.83254662486007,30.573929399781512,42.53947698400278,1.785068337642033,446.70408257604964,486.2327970960376,146.3957627460321,4.138856679816045,3881.9707803725037
Sabu Raijua,2026,1203.5918114955032,60.32323687233803,432.51007222773836,735.670682887221,21.470633501160563,-553.1304831204908,1767.5904131989505,643.885086565327,9.961743364487686,27.927862679429065,0.5616362381263279,0.13097185884777962,273.85402106860835,290.094142053175,92.77843850500989,14.292167473780731,12.575004083174044,6.744120877467213,131.91204486142783,0.39417739893025094,275.9582872991759,29.06241811550896,18.887429658667806,3.6683102613324343,1767.5904131989505
Sambas,2026,15165.90703379573,333.4714174002155,2438.519314994828,7127.379194536202,230.5330357837818,3098.943653333333,27773.02860158911,9990.453084955861,446.7963034879885,4244.218997123843,12.49265068010908,16.130882442934226,3048.0134223510386,4503.227863815673,708.8866338680947,552.0248778935692,1330.840638629235,754.6492450167264,1255.192647461633,109.74805332744354,1755.1049118391438,1305.8242625495984,782.1828234302908,215.96916003989267,27773.02860158911
Samosir,2026,3720.3180870820033,153.00994847598434,1041.6066687436967,822.2896815077445,176.06010971415412,-39.43673648809521,6302.098161306923,3184.6126951267015,37.13415614593847,32.486222095272154,2.999737321421623,2.8939970830555297,740.7079446528402,761.8796856247787,237.11804491939952,317.7781615630926,54.59388241940693,51.447021165733055,131.7977951127657,5.53081570977941,587.7443509318097,56.71944512451257,37.771649764854814,5.162368712769067,6302.098161306923
Sanggau,2026,15129.599061567513,368.79993169564096,2484.179242063923,7780.369945726082,256.5710405839876,-1467.156032249556,27970.331163288985,9857.273462164714,2083.647219355693,4763.220619312869,11.525422892628898,8.364661771696236,1686.7721435868114,3261.5482509624258,481.7585949093519,400.4025351668942,1284.70335472749,438.63930831092523,726.6636972606817,81.16004833094507,1610.2009153726456,575.2732209008892,756.892212263943,123.50246580717987,27970.331163288985
Seram Bagian Barat,2026,3216.549839280879,111.08995354066761,1509.3866712750096,1972.5935192456407,9.650527986136836,-2752.8529139880948,4295.435498354424,1393.3745046104375,60.68580616772572,230.3712944225295,2.4965095436787332,2.881018132136772,510.18357594083625,404.76960933212087,171.72904366841172,32.07464511534546,59.604946826404664,122.7472660144044,13.202246880970646,9.958872908385706,832.7631404791696,109.72000895790654,142.26132299357215,86.8579107046672,4295.435498354424
Siak,2026,29487.34301395181,374.5368015630948,2426.955090604935,34636.32088881139,217.6688724211085,42447.10180622475,122955.2859952265,22573.249878922976,28643.157345704105,42275.58156384793,13.92102975328198,4.225927839151321,5662.339556861639,2901.5433778779247,175.8839482586159,72.18535953929585,321.73664483848796,436.0831222189438,526.456671167081,6.030151003452514,896.920762033588,614.7702292365383,319.2661596440354,670.0346822631903,122955.2859952265
Simeulue,2026,2070.405114182853,131.0928777282753,851.980996367692,1279.7463249048558,25.767838830107593,-1153.9499184325398,3242.5216564960583,1251.4397200335925,46.544789266324734,45.16365674068717,5.687698187990192,0.34336692661766216,267.62452044063417,428.72356492555014,75.38928332472247,52.156014926202765,131.18516601650543,53.42281961189578,102.29740506203126,4.467570531848217,456.60659572733056,111.70882154937863,170.45023003029038,32.05859265021765,3242.5216564960583
Sumba Barat Daya,2026,3728.949879920134,224.8273973423219,1029.6358768205148,1496.8319488297839,44.57901216917554,-1476.2938487896827,5080.472186944752,1966.5807456253463,46.66461087062073,42.83624001954887,2.300269012661111,0.2810061243963135,226.27723750523649,721.3290374853867,158.66181140665435,1.7660437429616047,462.8850693009343,117.16286053581545,76.38068852599024,0.20126997915319667,690.1207396935305,358.14567718033277,120.17381488895847,31.60900864212313,5080.472186944752
Sumba Timur,2026,4602.386155224898,295.52721891637685,1678.695183070827,3319.4237530298765,108.17082572953726,-1855.8806477976195,7869.818566589057,2123.5298144968215,79.81648464005303,122.09422150300152,5.409566567367271,1.389430056501535,868.5185098964016,1205.0063817210553,358.8453910187037,21.060939555503776,290.31796165167253,318.4426019386453,143.36847505646818,9.829315977292428,696.0933392462224,1283.0018721195486,218.03513317789154,197.69430385437744,7869.818566589057
